hue0,hue1,hue2,hue3,hue4,hue5,total,lat,lng
157809,63436,84620,95326,3019,5390,409600,40.7420286251,-73.9957506466
115169,38405,39070,178446,25771,12739,409600,40.7420286251,-73.9957506466
145675,76535,50601,128233,5299,3257,409600,40.7420286251,-73.9957506466
102022,181841,32914,77192,8968,6663,409600,40.7420286301,-73.9968265599
105261,36780,29589,222709,7608,7653,409600,40.7420286301,-73.9968265599
115349,29527,35321,204377,12480,12546,409600,40.7420286301,-73.9968265599
89238,163384,24342,124922,3696,4018,409600,40.7420286301,-73.9968265599
85108,68332,67940,169942,6591,11687,409600,40.7420286351,-73.9979024733
178394,82406,38906,99629,4730,5535,409600,40.7420286351,-73.9979024733
112871,95383,49855,138730,8434,4327,409600,40.7420286351,-73.9979024733
81337,77509,52917,190704,3716,3417,409600,40.7420286351,-73.9979024733
129955,56098,37451,173358,6720,6018,409600,40.7420286401,-73.9989783866
150285,71511,56879,119786,4256,6883,409600,40.7420286401,-73.9989783866
137290,73953,56101,121161,8007,13088,409600,40.7420286401,-73.9989783866
100136,39220,31826,230188,4620,3610,409600,40.7420286401,-73.9989783866
113478,167067,39050,75716,6816,7473,409600,40.7420286451,-74.0000542999
93888,56189,62874,155211,10819,30619,409600,40.7420286451,-74.0000542999
131801,69540,47847,142445,2856,15111,409600,40.7420286451,-74.0000542999
85361,109641,86272,100077,14015,14234,409600,40.7420286451,-74.0000542999
62476,160792,130933,48414,3761,3224,409600,40.7420286501,-74.0011302133
125297,119840,121845,36335,2424,3859,409600,40.7420286501,-74.0011302133
56557,179352,145277,22822,2723,2869,409600,40.7420286501,-74.0011302133
93392,139402,99095,74922,1314,1475,409600,40.7420286501,-74.0011302133
88194,150591,31846,126767,7318,4884,409600,40.7420286551,-74.0022061266
135830,33889,18190,198983,7392,15316,409600,40.7420286551,-74.0022061266
89998,64748,41209,195986,7848,9811,409600,40.7420286551,-74.0022061266
112048,100344,17648,166498,6426,6636,409600,40.7420286551,-74.0022061266
162607,33064,61211,127054,8942,16722,409600,40.7420286601,-74.0032820399
160700,112981,50114,74782,4957,6066,409600,40.7420286601,-74.0032820399
162493,80519,28512,122561,7646,7869,409600,40.7420286601,-74.0032820399
100957,39432,91927,166505,4499,6280,409600,40.7420286601,-74.0032820399
101726,27537,37008,240331,1867,1131,409600,40.7420286651,-74.0043579533
130160,33090,31320,200682,6584,7764,409600,40.7420286651,-74.0043579533
165158,44847,51511,144153,1557,2374,409600,40.7420286651,-74.0043579533
162669,42260,55601,136280,5719,7071,409600,40.7420286651,-74.0043579533
153214,69870,54445,124479,2749,4843,409600,40.742028675,-74.00650978
191339,23714,18925,130611,21961,23050,409600,40.742028675,-74.00650978
119401,38483,54997,181262,6905,8552,409600,40.742028675,-74.00650978
151085,56035,27029,169128,2964,3359,409600,40.742028675,-74.00650978
187104,48132,43454,125928,1498,3484,409600,40.74202867,-74.0054338666
67653,84201,58862,187132,6599,5153,409600,40.74202867,-74.0054338666
105824,55867,36219,194073,8763,8854,409600,40.74202867,-74.0054338666
145721,48814,59292,142171,6516,7086,409600,40.74202867,-74.0054338666
88485,49227,38649,224813,4418,4008,409600,40.742028685,-74.0086616066
102674,34466,61624,205309,3025,2502,409600,40.742028685,-74.0086616066
60587,41007,42238,248852,12589,4327,409600,40.742028685,-74.0086616066
193972,35530,15580,147312,2631,14575,409600,40.742028685,-74.0086616066
53916,30906,15728,293936,9175,5939,409600,40.74202868,-74.0075856933
117649,53338,26123,188186,16537,7767,409600,40.74202868,-74.0075856933
13969,98354,40842,253026,2553,856,409600,40.74202868,-74.0075856933
128695,61036,33658,153695,18232,14284,409600,40.74202868,-74.0075856933
138674,73477,14219,182032,413,785,409600,40.7426410352,-73.972080147
71659,85613,100885,131427,13838,6178,409600,40.7426410352,-73.972080147
135660,41295,36820,188997,4125,2703,409600,40.7426410352,-73.972080147
14756,76827,96987,219623,1245,162,409600,40.7426410352,-73.972080147
118218,58332,36977,165704,22633,7736,409600,40.7426410402,-73.9731560702
149384,86202,30931,115197,15805,12081,409600,40.7426410402,-73.9731560702
170082,68796,31700,131979,3832,3211,409600,40.7426410402,-73.9731560702
106650,144125,106238,26199,16161,10227,409600,40.7426410402,-73.9731560702
79030,29952,15876,281117,1659,1966,409600,40.7426410452,-73.9742319934
105116,42377,52365,187291,7729,14722,409600,40.7426410452,-73.9742319934
161179,31393,20056,190231,3215,3526,409600,40.7426410452,-73.9742319934
35713,54140,72188,216243,5369,25947,409600,40.7426410452,-73.9742319934
142630,102797,14834,136905,6685,5749,409600,40.7426410602,-73.9774597632
74361,77230,49225,183134,15280,10370,409600,40.7426410602,-73.9774597632
112011,69223,27384,184055,9819,7108,409600,40.7426410602,-73.9774597632
112038,83766,41557,155122,8090,9027,409600,40.7426410602,-73.9774597632
203961,47025,23575,131123,1955,1961,409600,40.7426410652,-73.9785356864
157084,129523,67745,53542,848,858,409600,40.7426410652,-73.9785356864
180566,107335,91705,23274,3319,3401,409600,40.7426410652,-73.9785356864
178081,87642,72813,67133,1183,2748,409600,40.7426410652,-73.9785356864
58228,176693,65417,92204,4851,12207,409600,40.7426410702,-73.9796116097
97606,116555,60219,122146,5918,7156,409600,40.7426410702,-73.9796116097
87317,135680,55238,113664,6092,11609,409600,40.7426410702,-73.9796116097
112889,64533,72051,115824,19031,25272,409600,40.7426410702,-73.9796116097
69772,149577,31040,130825,19701,8685,409600,40.7426410752,-73.9806875329
131115,96991,58564,98207,14621,10102,409600,40.7426410752,-73.9806875329
100674,127939,29833,114861,29872,6421,409600,40.7426410752,-73.9806875329
99958,60613,79905,133405,19823,15896,409600,40.7426410752,-73.9806875329
88555,194485,46175,71162,4649,4574,409600,40.7426410801,-73.9817634561
178796,71480,34111,116021,3978,5214,409600,40.7426410801,-73.9817634561
125504,50181,23726,203075,3188,3926,409600,40.7426410801,-73.9817634561
78139,123553,46069,137323,11508,13008,409600,40.7426410801,-73.9817634561
48506,147051,47910,147904,10704,7525,409600,40.7426410851,-73.9828393794
127894,55537,92434,126588,2859,4288,409600,40.7426410851,-73.9828393794
122028,93548,33072,143824,6424,10704,409600,40.7426410851,-73.9828393794
121272,63934,53093,137995,10755,22551,409600,40.7426410851,-73.9828393794
254849,36487,38313,57906,3052,18993,409600,40.7426410901,-73.9839153026
124615,46281,49240,173229,7542,8693,409600,40.7426410901,-73.9839153026
92478,46102,44034,219118,4927,2941,409600,40.7426410901,-73.9839153026
176105,42155,26863,138960,10357,15160,409600,40.7426410901,-73.9839153026
185676,32340,26887,151322,8315,5060,409600,40.7426410951,-73.9849912259
113278,76496,58775,150674,5590,4787,409600,40.7426410951,-73.9849912259
94837,58645,64670,183250,6018,2180,409600,40.7426410951,-73.9849912259
180631,38291,24738,152271,7183,6486,409600,40.7426410951,-73.9849912259
175606,61562,26669,120634,16859,8270,409600,40.7426411001,-73.9860671491
167546,92374,31814,107084,5029,5753,409600,40.7426411001,-73.9860671491
121343,68220,19569,175058,15125,10285,409600,40.7426411001,-73.9860671491
99987,88507,55346,134233,18149,13378,409600,40.7426411001,-73.9860671491
89104,116638,73122,124116,3791,2829,409600,40.7426411051,-73.9871430724
140765,115167,78311,71012,2463,1882,409600,40.7426411051,-73.9871430724
27910,246960,71243,52182,5620,5685,409600,40.7426411051,-73.9871430724
176895,124639,58697,47893,494,982,409600,40.7426411051,-73.9871430724
118958,137026,35316,105878,6236,6186,409600,40.7426411101,-73.9882189956
75585,122966,57709,146081,4658,2601,409600,40.7426411101,-73.9882189956
162909,129432,23911,87344,2841,3163,409600,40.7426411101,-73.9882189956
34198,217075,57222,87426,6484,7195,409600,40.7426411101,-73.9882189956
164863,28110,50877,132311,17848,15591,409600,40.7426411151,-73.9892949189
101233,51765,36013,188870,24093,7626,409600,40.7426411151,-73.9892949189
133417,37703,73996,145589,9688,9207,409600,40.7426411151,-73.9892949189
140611,71983,46077,126631,11994,12304,409600,40.7426411151,-73.9892949189
180796,46587,29705,140015,7109,5388,409600,40.7426411201,-73.9903708421
130661,50047,56384,141430,14977,16101,409600,40.7426411201,-73.9903708421
162853,52546,37929,141403,7864,7005,409600,40.7426411201,-73.9903708421
62627,49787,44945,227681,16040,8520,409600,40.7426411201,-73.9903708421
216700,73961,39451,64603,3435,11450,409600,40.7426411251,-73.9914467653
153200,75742,71696,106455,859,1648,409600,40.7426411251,-73.9914467653
161430,77711,127756,37567,2112,3024,409600,40.7426411251,-73.9914467653
145762,67882,38489,147507,1177,8783,409600,40.7426411251,-73.9914467653
165214,68401,84369,85090,2548,3978,409600,40.7426411301,-73.9925226886
180679,99709,101272,25708,523,1709,409600,40.7426411301,-73.9925226886
120598,99432,151305,32396,2985,2884,409600,40.7426411301,-73.9925226886
160182,58646,56682,123288,934,9868,409600,40.7426411301,-73.9925226886
131846,82303,156801,29033,7338,2279,409600,40.7426411351,-73.9935986118
70570,172480,145778,16773,1743,2256,409600,40.7426411351,-73.9935986118
100837,167374,109844,25058,4126,2361,409600,40.7426411351,-73.9935986118
65570,125930,180464,31197,3460,2979,409600,40.7426411351,-73.9935986118
42759,182858,163206,15738,1681,3358,409600,40.7426411401,-73.9946745351
68526,197650,98115,42639,1212,1458,409600,40.7426411401,-73.9946745351
64534,239528,65275,30481,5126,4656,409600,40.7426411401,-73.9946745351
65433,236861,91199,10121,3273,2713,409600,40.7426411401,-73.9946745351
91119,158424,126276,29603,2995,1183,409600,40.7426411451,-73.9957504583
51480,204452,128084,23877,1076,631,409600,40.7426411451,-73.9957504583
65937,155233,148692,32618,4662,2458,409600,40.7426411451,-73.9957504583
126945,102051,111462,60513,5409,3220,409600,40.7426411451,-73.9957504583
103755,29450,34571,238878,1234,1712,409600,40.7426411501,-73.9968263816
113765,27940,37759,217136,5540,7460,409600,40.7426411501,-73.9968263816
88990,18469,22328,271403,3913,4497,409600,40.7426411501,-73.9968263816
147964,33152,33356,182793,5133,7202,409600,40.7426411501,-73.9968263816
154830,74389,53727,102317,8153,16184,409600,40.7426411551,-73.9979023048
115409,46432,49291,172611,8542,17315,409600,40.7426411551,-73.9979023048
84050,81557,48888,141414,23219,30472,409600,40.7426411551,-73.9979023048
165388,72387,47602,108925,6104,9194,409600,40.7426411551,-73.9979023048
151901,65042,63405,106112,7604,15536,409600,40.7426411601,-73.9989782281
175302,82217,50822,83665,5372,12222,409600,40.7426411601,-73.9989782281
116082,50861,53663,163428,12001,13565,409600,40.7426411601,-73.9989782281
114704,86295,45829,145768,8290,8714,409600,40.7426411601,-73.9989782281
185078,30350,69971,113918,3794,6489,409600,40.7426411651,-74.0000541513
128884,76290,63549,117541,10351,12985,409600,40.7426411651,-74.0000541513
121575,69530,63504,138368,8457,8166,409600,40.7426411651,-74.0000541513
115836,85393,36756,150325,8484,12806,409600,40.7426411651,-74.0000541513
195269,56834,43063,102768,4341,7325,409600,40.7426411701,-74.0011300746
103130,110560,56735,83815,17283,38077,409600,40.7426411701,-74.0011300746
112302,112770,24315,144150,9177,6886,409600,40.7426411701,-74.0011300746
94224,81890,69722,126496,8256,29012,409600,40.7426411701,-74.0011300746
181814,92128,39322,82738,3769,9829,409600,40.7426411751,-74.0022059978
32309,101244,66279,175501,22881,11386,409600,40.7426411751,-74.0022059978
105144,130883,27242,134289,5601,6441,409600,40.7426411751,-74.0022059978
123515,55821,70121,119324,23265,17554,409600,40.7426411751,-74.0022059978
167349,117299,24402,95429,1766,3355,409600,40.7426411801,-74.003281921
90434,74848,29231,198218,3969,12900,409600,40.7426411801,-74.003281921
126958,60664,48895,169251,1230,2602,409600,40.7426411801,-74.003281921
101434,135549,33870,130722,2689,5336,409600,40.7426411801,-74.003281921
70347,123702,160853,51709,1623,1366,409600,40.742641185,-74.0043578443
73951,157665,156938,14180,3990,2876,409600,40.742641185,-74.0043578443
88678,127547,142941,43316,3839,3279,409600,40.742641185,-74.0043578443
44316,167424,132046,60070,2129,3615,409600,40.742641185,-74.0043578443
116602,11859,28148,193222,14137,45632,409600,40.742641195,-74.0065096908
197323,19503,39265,145046,4413,4050,409600,40.742641195,-74.0065096908
144925,21233,40214,193699,3696,5833,409600,40.742641195,-74.0065096908
129129,29987,40600,183303,7668,18913,409600,40.742641195,-74.0065096908
131255,93557,40223,119124,5517,19924,409600,40.74264119,-74.0054337675
210468,29871,33391,129742,2161,3967,409600,40.74264119,-74.0054337675
167762,22679,20575,177850,8046,12688,409600,40.74264119,-74.0054337675
105281,80993,50506,160631,6392,5797,409600,40.74264119,-74.0054337675
162086,62647,9336,173359,969,1203,409600,40.742641205,-74.0086615373
169719,35677,18400,173408,7096,5300,409600,40.742641205,-74.0086615373
82385,26586,29642,264301,4719,1967,409600,40.742641205,-74.0086615373
183131,63170,8599,151605,1282,1813,409600,40.742641205,-74.0086615373
68362,112938,10231,109271,54741,54057,409600,40.7426412,-74.007585614
70255,27880,12280,236575,29691,32919,409600,40.7426412,-74.007585614
66346,89644,3480,229038,13428,7664,409600,40.7426412,-74.007585614
71816,50835,11584,65970,68175,141220,409600,40.7426412,-74.007585614
212300,67269,24188,98464,4651,2728,409600,40.7432535552,-73.9720797407
85401,101170,73454,141739,6329,1507,409600,40.7432535552,-73.9720797407
130577,59408,19062,193574,3899,3080,409600,40.7432535552,-73.9720797407
39216,119889,43832,201497,3375,1791,409600,40.7432535552,-73.9720797407
171024,110220,10814,97005,2642,17895,409600,40.7432535602,-73.9731556739
120342,74192,28340,171149,8745,6832,409600,40.7432535602,-73.9731556739
91275,105326,33698,157025,14677,7599,409600,40.7432535602,-73.9731556739
185947,91924,12228,110666,3553,5282,409600,40.7432535602,-73.9731556739
122140,45546,32967,204579,1792,2576,409600,40.7432535652,-73.974231607
116023,21378,17022,224811,15778,14588,409600,40.7432535652,-73.974231607
155419,16631,10329,211154,9711,6356,409600,40.7432535652,-73.974231607
80037,20595,28523,267371,8161,4913,409600,40.7432535652,-73.974231607
126126,77300,38034,162203,3791,2146,409600,40.7432535702,-73.9753075402
185752,29484,20494,169477,2155,2238,409600,40.7432535702,-73.9753075402
125310,26339,13463,237805,3153,3530,409600,40.7432535702,-73.9753075402
100877,39031,48533,218838,1356,965,409600,40.7432535702,-73.9753075402
107383,107600,35778,135725,13293,9821,409600,40.7432535752,-73.9763834733
138925,77828,66339,100015,14157,12336,409600,40.7432535752,-73.9763834733
127246,56898,48837,152542,13612,10465,409600,40.7432535752,-73.9763834733
200763,96454,26984,58439,14328,12632,409600,40.7432535752,-73.9763834733
72985,102172,59173,113389,34594,27287,409600,40.7432535802,-73.9774594065
49226,98164,48998,145740,35443,32029,409600,40.7432535802,-73.9774594065
41182,125552,83875,133916,12407,12668,409600,40.7432535802,-73.9774594065
47106,106967,42906,138616,54185,19820,409600,40.7432535802,-73.9774594065
61242,145705,40696,140654,10515,10788,409600,40.7432535852,-73.9785353396
49269,105467,19928,116553,48524,69859,409600,40.7432535852,-73.9785353396
45370,144718,35027,145143,20944,18398,409600,40.7432535852,-73.9785353396
92640,113039,23478,111353,50148,18942,409600,40.7432535852,-73.9785353396
224472,78398,48833,46061,3137,8699,409600,40.7432535902,-73.9796112728
43727,178842,91365,91730,2441,1495,409600,40.7432535902,-73.9796112728
107181,97516,107143,87521,4977,5262,409600,40.7432535902,-73.9796112728
164332,104775,43562,90876,1829,4226,409600,40.7432535902,-73.9796112728
91962,178071,96905,35252,4772,2638,409600,40.7432535951,-73.9806872059
102050,165428,95003,44905,945,1269,409600,40.7432535951,-73.9806872059
88611,121043,103786,82810,9356,3994,409600,40.7432535951,-73.9806872059
103547,114128,70126,116040,2636,3123,409600,40.7432535951,-73.9806872059
127867,89542,30015,125128,24628,12420,409600,40.7432536001,-73.9817631391
91757,96268,40582,129407,23440,28146,409600,40.7432536001,-73.9817631391
138554,20808,30444,141116,34879,43799,409600,40.7432536001,-73.9817631391
90947,114105,21309,120019,51699,11521,409600,40.7432536001,-73.9817631391
120399,40463,66255,124277,24587,33619,409600,40.7432536051,-73.9828390722
130702,107174,26305,75292,32404,37723,409600,40.7432536051,-73.9828390722
140018,37240,33585,124328,23171,51258,409600,40.7432536051,-73.9828390722
